clase;medio;texto_limpio
Estafes;La Vanguardia;detenido falso gestor inmobiliario estafar euros persona iba comprar vivienda tarragona detenido hombre multiples antecedentes estafa acusado hacerse pasar gestor inmobiliario enganar persona pretendia comprar vivienda miami platja tarragona acabo perdiendo euros informado catalana falso gestor inmobiliario anos denunciado estafa mujer antecedentes hechos similares concreto pareja detenida enero acusada perpetrar estafas comarca tarraconense penedes lograron hacerse euros acumula hechos delictivos fraudes falsificaciones cometidos distintos puntos cataluna investigacion inicio raiz denuncia presentada principios mes noviembre ciudadano europeo aseguraba estafado intentaba comprar vivienda miami platja nucleo costero municipio mont roig camp tarragona
Agressions sexuals i Abusos sexuals;La Vanguardia;juzgado suspendio condena presunto violador igualada obligacion recibir tratamiento presunto autor brutal violacion menor anos igualada barcelona noviembre condenado ano internamiento delito agresion sexual grado tentativa juzgado menores girona suspendio condena obligacion recibir tratamiento psiquiatrico informa jueves tribunal superior justicia cataluna tsjc sospechoso violacion igualada prision provisional detenido condenado delito agresion sexual grado tentativa hermana condena motivada unico denunciado anos ocurrido
Homicidi Temptativa;La Vanguardia;prision mosso acusado asesinar mujer vilassar juzgado violencia mujer mataro maresme acordado enviar prision tentativa asesinato agente detenido martes acusado matar pareja cuchillo casa vilassar informado tribunal superior justicia cataluna tsjc juzgado impuesto orden alejamiento incomunicacion agente adscrito unidad antidisturbios brimo respeto pareja medidas civiles relacion hijo menor comun
Danys;La Vanguardia;detenido presunto autor incendios forestales junio macizo garraf agentes conjuntamente cuerpo agentes rurales colaboracion local sant pere ribes detuvieron junio hombre anos presunto autor incendios forestales denunciaron penalmente menor edad autoria hechos hechos remontan junio declaro incendio forestal municipios olivella avinyonet penedes afectacion hectareas junio produjo incendio zona forestal cercana urbanizacion pere plana localidad sant pere ribes quemo hectareas
Lesions;La Vanguardia;pasajero punetazos vigilantes hacian bajarse tren billete contundente agresion pasajero personal seguridad tren rodalies mollet valles barcelona instaba bajarse vagon billete negar viajando pagar lamentar iba llegar pasajero finalmente emprende golpes trabajadores propinando punetazos pasajero tren filmo violenta escena domingo estacion santa rosa mollet valles explicado alavanguardiael sindicato adn sindical seguridad servicios cataluna compartido imagenes discusion acalorada vigilantes instan viajero abandonar vagon defiende asegurando habeis echado llega pagado billete posteriormente dirige revisor terminos lamentando llego
Lesions;La Vanguardia;pareja sufre agresion homofoba barcelona verbena sant joan pareja victima agresion homofoba distrito gracia barcelona madrugada jueves verbena sant joan trasladada centro sanitario contusiones explicado bomberos generalitat comunicado cuerpo desplegado efectivos policiales verbena valoracion manana informado producido peleas delitos patrimonio puntos cataluna
Assassinat Consumat;La Vanguardia;prision provisional hombre quemo viva pareja bisbal penedes juzgado violencia mujer vendrell acordado ingreso prision provisional hombre bisbal penedes lunes mato pareja rocio gasolina quemo acusado disposicion judicial jueves detenido informado tribunal superior justicia cataluna tsjc ingreso prision fianza causa abierta delito homicidio conduccion permiso circulacion
Estafes;La Vanguardia;detenido estafador retirar dinero suplantando titulares dni robados detenido hombre acusado estafar euros utilizando dni robados cuyos titulares parecia fisicamente suplantar identidad retirar dinero cuentas bancarias informado detenido vecino calafell tarragona anos estafo personas cuyos dni habian hurtados barcelona area metropolitana hacerse pasar empleados banco aprovechando obligatorio mascarilla cubria parcialmente rostro
Assassinat Consumat;La Vanguardia;crimen machista manresa hombre habria quemado mujer habria ahorcado investigan muerte hombre mujer sant vicenc castellet bages madrugada serian vecinos terrassa primeras hipotesis apuntan hombre habria quemado mujer cuyo cuerpo hallado calcinado posteriormente habria ahorcado cinturon coche cuerpo varon hallado interior vehiculo nina corta edad presentaba quemaduras brazo tratan esclarecer contemplando posibilidad trate crimen violencia machista apuntado govern hechos habrian madrugada recibido aviso incendio zona matorrales sant vicenc castellet llegar agentes localizado vehiculo hombre nina pequena interior servicios emergencia sem certificado muerte conductor atendido menor anos presentaba heridas quemaduras
Robatori amb violència i/o intimidació;La Vanguardia;desarticulado grupo pasar repartidores robar desarticulado grupo criminal detenido hombres hacian pasar repartidores robar empresas logisticas cataluna empleaban furgonetas logotipo companias mensajeria uniforme informado domingo comunicado investigacion caso desarrollo comisaria tarragona condujo detencion hombres nacionalidad espanola anos vecino badalona barcelona domicilio desconocido
Estafes;La Vanguardia;nacional investiga fraude asignacion citas previas extranjeria nacional investiga posibles casos fraude datos solicitar citas previas tramitar permisos extranjeria barcelona revenden importes ascienden euros pesquisas unidad central redes inmigracion ilegal falsedades documentales ucrif empezaron aparecieran personas medios comunicacion aseguraban unica forma habian encontrado acceder citas agotan publican pagar mercado negro
Assassinat Consumat;La Vanguardia;supremo confirma pena anos carcel madre arrojo bebe ventana tribunal supremo confirmado condena anos carcel madre arrojo bebe recien nacidapor ventana quinto piso viviay hallada vida vecina patio luces edificio barcelona junio sala penal alto tribunal dictado sentencia desestima recurso casacion planteado condenada sentencia tribunal superior justicia cataluna confirmo citada pena prision impuso tribunal jurado audiencia provincial barcelona delito consumado asesinato agravante parentesco
Contra la salut pública;Ara;cocaina amagada cadira rodes nova forma entrar droga aire barcelonasobre paper barcelona turisme venia vol procedent brasil viatjava sol greus problemes mobilitat anava cadira rodes electrica aeroport prat agents nacional preguntar triat barcelona dubtar posar nervios mostrar dubitatiu evadir tema traient nou mes sospitos cadira rodes electrica anava moure manualment perque tingut problemes vol cadira rodes anava perque tenia bateria caixetes haurien engranatges cables realitat cocaina agents nacional havien aturat perque tecnica servir persones discapacitat fisica moure droga alca grups criminals normalment originaris sud america busquen anomenadesmulesentre persones vulnerables paisos fixen especialment tenen problemes mobilitat evadir controls aeroports principis mes detectar home cadira rodes electrica repassant fitxa veure complia perfil demula jove vulnerable aixo sumat dubtes acabar registre fons deteccio espai bateria paquets envasats mes set quilos cocaina home acabar detingut
Homicidi per imprudència;Ara;critiques actuacio kamikaze accident mortal ap barcelonaera diumenge pasqua dies mes mobilitat cap hores cop cotxe circulava velocitat quilometres hores colpejar darrere grup vehicles aturats ap altura vilablareix girones sinistre perdre vida home resultar ferides set persones conductor kamikaze acompanyant havien detectat anterioritat vehicle gairebe duplicava velocitat permesa decidir implementar tecnica coneguda saturacio dinamica segons fonts policials consisteix alentir transit autopista forcar conductor temerari sortir aconseguir aturar fonts consultades apunten servir sovint tambe servir paisos moviment sortir cotxe desviar acabar xocant vehicles aixo aixecat critiques families moment autopista sentir exposades declaracions acn jaume moro conductors portaveu dues families assegura posar perill volien alentir marxa prou cotxes posar perill ciutadania retreu
Contra la salut pública;Ara;tiroteig persecucio viladrau busca traficant marselles escapat barcelonala nacional buscant home originari marsella franca escapolit enmig operatiu trafic drogues localitat viladrau prou feines supera habitants segons fonts policials efectius unitat droga crim organitzat udyco sigles castella presentat hora mati casa viladrau sospitaven droga casa gaire apartada nucli urba rapidament sospita confirmat local guarderia aixi coneixen llocs traficants amaguen droga transportar quilograms haixix agents aconseguit detenir persona home origen marselles home tambe origen marselles pujat nissan color gris arrencat velocitat intentant envestir policies agents pogut apartar cotxe arribat tocar resposta efectius policials desplegats zona obrir foc armes reglamentaries vehicle acabat xocant metres mes enlla
Lesions;Ara;nou ferits atropellament multiple nou barris barcelonaensurt districte nou barris dissabte tarda conductor cotxe perdut control vehicle atropellat set persones consequencia fets hagut nou ferits critic fonts municipals explicat fets passat cap prop numero passeig fabra puig segons fonts home hauria perdut control vehicle problema salut hauria enfilat vorera hauria atropellat set persones ferits troba critic quatre persones mes resultat ferides greus menys greus patit ferides lleus
