Título;Enlace;Fecha;Primeros_Párrafos
25-N: Dones desaparegudes sota la sospita de la violència masclista;https://www.elperiodico.cat/ca/successos/20211125/25n-dones-desaparegudes-sospita-violencia-12899871;25/11/2021;Quinze noms completen aquesta llistatot i que, previsiblement, la xifra és més alta. La xacra de la violència de gènere s’estén, no s’atura i l’amenaça és constant.
Dos estafadors que controlen 17 pisos turístics retarden els desnonaments fingint vulnerabilitat;https://www.elperiodico.cat/ca/successos/20211125/estafadors-controlen-17-pisos-turistics-12901368;25/11/2021;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències
Un conductor que va matar una parella quan fugia de la policia diu que no va ser conscient de l’accident;https://www.elperiodico.cat/ca/badalona/20211125/conductor-mato-parella-huia-policia-12900260;25/11/2021;El conductor que el 6 de març del 2020 vatopar de cara contra una motocicleta i va matar els dos ocupants a Badalona(Barcelonès) quan fugia de la policiabegut, drogati amb el carnet retirat, va assegurar que no va ser conscient en cap moment d’haver xocat contra una moto i que si ho hagués sabut no hauria sortit del vehicle. Durant el judici que se celebra a l’Audiència de Barcelona, el jove, per a qui la fiscalia demana11 anys de presó, ha assegurat que va fugir de la policia seguint les instruccions de qui l’acompanyava, un jove a qui havia comprat droga, i que en cap moment, malgrat el que asseguren els Mossos, va intentar fugir del lloc dels fets ni es va resistir.L’acusat ha demanat perdó «sincerament» a la família.
Diversos detinguts per assassinar Isaac ‘Little Kinki’, un jove raper amb Asperger;https://www.elperiodico.cat/ca/successos/20211125/detinguts-assassinar-isaac-little-kinki-12900274;25/11/2021;Apunyalat al juliol en un túnel de Madrid
Cop als Boixos radicals: droga, explotació sexual i violència;https://www.elperiodico.cat/ca/successos/20211125/policia-nacional-desarticula-cupula-boixos-12900169;25/11/2021;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències
«Els metges hem de salvar les víctimes de violència de gènere molt abans que arribin apunyalades»;https://www.elperiodico.cat/ca/politica/20211125/medicos-salvar-mates-violencia-genero-12899750;25/11/2021;El maltractament masclista és un problema de salut pública que requereix implicació sanitària: «La violència de gènere mata, i mata des del primer moment. Els metges hem desalvar aquesta vidadetectant la violència en fases primerenques, no hi ha cap diferència amb un infart o un atropellament. La nostra responsabilitat com a professionals és detectar a temps aquestes situacions de violència, molt abans que les víctimes arribinapunyalades, amb una pallissa o els hagin trencat un òrgan vital», explica la metge d’urgències Iria Miguens a ‘El Periódico de España’.
La violència masclista a Catalunya: Set dones assassinades i vuit fills orfes;https://www.elperiodico.cat/ca/successos/20211125/violencia-masclista-catalunya-dones-orfes-dia-contra-la-violencia-de-genero-12898201;25/11/2021;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències
Localitzats en una casa okupa els tres nens segrestats per la seva mare a Madrid;https://www.elperiodico.cat/ca/successos/20211124/localitzen-casa-okupa-tres-nens-12898327;24/11/2021;La Policia Nacional ha localitzat aquest dimecresels tres menorsque van ser sostrets diumenge passat 14 de novembre d’un centre tutelat d’Aranjuez i handetingut la mare com a presumpta autora de la sostracciói la seva actual parella.
La família de l’assassinada Helena Jubany demana imputar tres sospitosos;https://www.elperiodico.cat/ca/successos/20211124/familia-hellena-jubany-imputar-tres-sospitosos-12894508;24/11/2021;La família de la joveHelena Jubany, assassinada el 2001 a Sabadell (Vallès Occidental, Barcelona) sense que de moment s’hagi resolt el crim, ha demanat que s’investiguintres sospitosos, amb la qual cosaevitaria, a més, que prescrigui el cas el febrer del 2022.
La Policia busca els tres nens que la seva mare es va emportar sense permís d’un centre de menors d’Aranjuez;https://www.elperiodico.cat/ca/societat/20211122/policia-busca-tres-nens-aranjuez-va-emportar-mare-desapareguts-12887266;22/11/2021;La Unitat d’Atenció a la Família i Dona (UFAM) de la Policia Nacional d’Aranjuez busca, amb ajuda d’altres unitats i de la Guàrdia Civil, la dona que no va entregar els seus fills a un centre de menors de la Comunitat de Madrid en aquesta localitat el dia 15 de novembre, tal com estava estipulat.
Investiguen la mort violenta d’un home a Sant Carles de la Ràpita;https://www.elperiodico.cat/ca/successos/20211122/mossos-investiguen-mort-violenta-home-sant-carles-de-la-rapita-12884796;22/11/2021;Els Mossos investiguen lamort d’un home de 48 anysi de nacionalitat espanyola a Sant Carles de la Ràpita (Montsià, Tarragona). Els fets van succeir a les 5 de la matinada d’aquest dissabte quan el Servei d’Emergències Mèdiques (SEM) estava atenent un home que es trobava en unaparada cardiorespiratòria, i que finalment va morir.
L’últim regat a les seves víctimes d’un estafador jubilat: la mort en soledat;https://www.elperiodico.cat/ca/successos/20211122/mort-estafador-victimes-barcelona-fals-metge-almodi-breto-12884068;22/11/2021;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències
Una assetjada a la feina: «L’inspector em va dir que no va veure assetjament, només un company carinyós»;https://www.elperiodico.cat/ca/politica/20211122/assetjada-treball-inspector-va-dir-va-veure-12883841;22/11/2021;Alpatirassetjamentper part d’un altre docent de l’institut,va iniciar un periple pels organismes que havien de protegir-la, però la van menystenir. Una contundent sentència dona la raó a Mari Luz Esún, professora de l’IES Madina Mayurka de Palma.
Intervenen 350 quilos de precursors d'explosius en un garatge comunitari d'un bloc de pisos de Reus;https://www.elperiodico.cat/ca/successos/20211121/intervenen-350-quilos-precursors-d-12881384;21/11/2021;LaGuàrdia Civilha intervingut 350 quilos de precursors d'explosius en un garatge comunitari d'un bloc de pisos deReus. Concretament, els agents han trobat set bidons de 50 quilos cadascun de clorat potàssic, un element que pot ser utilitzat en la fabricació d'explosius. El material es trobava emmagatzemat sense cap mesura de seguretat. L'operatiu policial es va realitzar fa deu dies i va acabar amb una denúncia administrativa a un home d'uns seixanta anys per una infracció molt greu a la llei de precursors. El denunciat venia il·legalment el material a través d'internet. La substància intervinguda provenia d'una empresa de fabricació de fulminants, que va tancar fa anys, i va ser retirada per agentsTEDAX.
Una trucada al 112 permet detenir un home que s'havia saltat l'ordre d'allunyament i amenaçava l'exparella;https://www.elperiodico.cat/ca/successos/20211120/trucada-112-permet-detenir-home-12878414;20/11/2021;ElsMossos d'Esquadravan detenir el diumenge 14 de novembre un home que s'havia saltat l'ordre d'allunyament i amenaçava l'exparella, tot gràcies a una trucada al 112. La víctima anava en cotxe perBarcelonaquan l'agressor va pujar d'improvís al seu vehicle i la va colpejar i amenaçar de mort. La dona va trucar al 112 i va deixar el telèfon activat, permetent que l'operador de sala fes gestions i localitzés l'origen de la trucada. La víctima va aconseguir sortir del vehicle i fugir corrents. Poca estona després, la policia catalana va trobar la dona afectada, que va interposar una denúncia dels fets. Els Mossos van arrestar l'agressor, de 41 anys i nacionalitat colombiana, que ja ha passat a disposició judicial i ha ingressat a presó.
Arrestat a València per emmordassar la seva parella, agredir-la i amenaçar de mort la seva filla;https://www.elperiodico.cat/ca/politica/20211119/arrestat-valencia-emmordassar-parella-agredir-la-12875332;19/11/2021;Agents de la Policia Local i de la Policia Nacional de Saguntvan detenir un home de 41 anys,de nacionalitat espanyola, per agredir presumptament una dona de 50 anys,al seu domicilide Port de Sagunt. El succés va ocórrer fa més d’una setmana, però ha sigut fet públic avui per part de la Policia Local.
Mor l’assassí de la Vila Olímpica després de rebre un tret al cap;https://www.elperiodico.cat/ca/successos/20211119/assassi-vila-olimpica-ferit-critic-valentin-moreno-12874148;19/11/2021;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències
Per què Noelia de Mingo va tornar a atacar: li van detectar un càncer i es nega a tractar-se;https://www.elperiodico.cat/ca/successos/20211119/per-noelia-mingo-tornar-atacar-12873473;19/11/2021;"Noelia de Mingo va tornar a explotar el 20 de setembre iva apunyalar a dues personesen un supermercat del Molar (Madrid), el seu poble. Però aquesta vegada, segons els indicis recollits per CAS OBERT, el canal de recerca i successos dels diaris de Premsa Ibèrica, el motiu de la ""descompensació"" de l'esquizofrènia que pateix De Mingo no va ser la falta de medicació, sinó una notícia duríssima que va rebre poc abans de l'atac."
La roba del cadàver recuperat a Mallorca coincideix amb la del taxista desaparegut a les Medes;https://www.elperiodico.cat/ca/successos/20211119/roba-cadaver-mallorca-medes-guardia-civil-12869176;19/11/2021;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències
El traficant d’art que va caure per fotografiar-se la mà: «Amb aquestes imatges li traiem les empremtes»;https://www.elperiodico.cat/ca/successos/20211119/traficant-art-illot-fotografiar-se-ma-12872167;19/11/2021;El mes de maig passat, la policia de Merseyside, al Regne Unit, va difondre una investigació excepcional. Havia capturat un narco anomenat Carl Stewart gràcies al fet que en una distracció havia penjat una foto de la seva mà. A Stewart li agradava el formatge blau Stilton i va publicar a Instagram una foto en què en subjectava un tros acabat de comprar. Això el situava al lloc del crim. Només se li veia el palmell, però n’hi va haver prou per identificar les empremtes dactilars.
Els Mossos denuncien el menor que va circular en patinet per les vies dels FGC;https://www.elperiodico.cat/ca/successos/20211117/mossos-denuncien-menor-circular-patinet-electric-fgc-12865023;17/11/2021;Els Mossos d’Esquadra han identificat i denunciat el menor d’edat que el passat 3 d’octubreva baixar a les viesd’una estació dels Ferrocarrils de la Generalitat (FGC) de l’Hospitalet de Llobregat (Barcelona) iva circular amb el seu patinet.Així mateix ho va fer el seu amic, queel va gravar per difondre’la les xarxes socials.
Nuria, la jove amb discapacitat desapareguda a Almeria, podria estar «retinguda o manipulada» per algú;https://www.elperiodico.cat/ca/successos/20211117/nuria-jove-amb-discapacitat-desapareguda-12865065;17/11/2021;Va sortir de casa amb 50 euros, el DNI i el que tenia a mà. No va dir res. No es va acomiadar.Nuria López Santiago, la jove de 20 anys a la qual es va perdre la pista el passat 11 d'octubre, continua desapareguda. La seva família busca sense descans.Almeriaestà plena de cartells amb la seva foto, molts la veuen, però ningú la troba. Són multitud les trucades que afirmen veure-la pel carrer. No arriben a temps. L'alerta és alta, les pors, totes: la jove té una discapacitat intel·lectual del 66%. Té la felicitat, somriure i innocència d'un nen de dos anys. Confia en tot el món, no veu el perill, la qual cosa la converteix en vulnerable. Molt vulnerable.
Un alumne de Vilafranca trenca el nas a l’examinador de trànsit que l’havia suspès;https://www.elperiodico.cat/ca/successos/20211117/alumne-vilafranca-trenca-nas-examinador-suspen-conduir-12864899;17/11/2021;El sindicat UGT ha denunciat a la Direcció General de Trànsit (DGT) l’agressióque un alumne hauria fet a unexaminadordel carnet de conduir a Vilafranca del Penedès.
La fan que va oferir sexe al cantant d'Il Divo i després va amenaçar de matar-lo, condemnada a una multa de 60 euros;https://www.elperiodico.cat/ca/successos/20211116/fan-oferir-sexe-cantant-d-12859784;16/11/2021;Es diuRosa, té 72 anys i acaba de ser condemnada per un delicte lleu de coaccions al cantant espanyol del grupIl Divo,Carlos Marín. Així ho ha dictaminat la titular del jutjat número 34 deMadrid,Coro Monreal, en una sentència a la qual ha tingut accésCaso Abierto, el canal d'investigació i successos dePrensa Ibérica. La sentència condemna a la dona, resident aBarcelona, a pagar una multa de 60 euros (dos euros diaris durant un mes) al cantant i li prohibeix acostar-se a menys de 500 metres d'ell durant els pròxims sis mesos. També li prohibeix comunicar-se amb Marín per qualsevol mitjà.
